,PITCH_RESULT_KEY
169081,BallCalled
72580,StrikeSwinging
185010,BallCalled
168566,FoulBall
231244,FoulBall
122715,BallCalled
30670,BallCalled
31253,StrikeSwinging
106931,FoulBall
82131,BallCalled
228842,FoulBall
64099,StrikeSwinging
39681,BallCalled
184802,BallCalled
251205,InPlay
60786,StrikeCalled
119242,StrikeCalled
205495,BallCalled
243730,BallCalled
185984,StrikeCalled
79353,BallCalled
69189,BallCalled
206348,BallCalled
231681,FoulBall
107401,BallCalled
31256,StrikeSwinging
229511,StrikeCalled
77038,StrikeCalled
73048,FoulBall
72923,BallCalled
117820,StrikeSwinging
218904,BallCalled
82237,FoulBall
231960,FoulBall
143712,BallCalled
180070,StrikeSwinging
109490,FoulBall
265623,InPlay
232289,InPlay
44954,FoulBall
180285,StrikeCalled
24448,BallCalled
15227,StrikeSwinging
206056,InPlay
91775,BallCalled
93925,BallCalled
69938,FoulBall
33632,StrikeSwinging
95147,FoulBall
55473,BallCalled
111087,FoulBall
42565,StrikeCalled
236467,BallCalled
262719,FoulBall
156130,InPlay
97127,InPlay
86433,InPlay
267988,BallCalled
131207,StrikeCalled
114609,BallCalled
109228,BallCalled
76239,FoulBall
20094,FoulBall
204105,StrikeCalled
56378,StrikeCalled
12402,InPlay
211520,InPlay
233469,InPlay
87413,StrikeSwinging
138329,BallCalled
47807,BallCalled
121397,FoulBall
209688,FoulBall
87532,FoulBall
129266,BallCalled
235014,FoulBall
141736,StrikeCalled
123782,FoulBall
17059,InPlay
157266,BallCalled
264172,FoulBall
49220,StrikeCalled
90549,StrikeSwinging
98042,InPlay
99937,BallCalled
152949,FoulBall
209450,BallCalled
225434,StrikeSwinging
204094,BallCalled
210079,BallCalled
97572,BallCalled
58139,BallCalled
104565,StrikeCalled
215662,FoulBall
210552,FoulBall
262978,InPlay
248825,BallCalled
4159,BallCalled
110798,FoulBall
31757,BallCalled
112095,InPlay
41203,BallCalled
109701,StrikeSwinging
58584,BallCalled
64831,StrikeSwinging
193083,BallCalled
177163,BallCalled
138213,InPlay
26860,BallCalled
206452,BallCalled
166893,InPlay
210596,BallCalled
107109,BallCalled
227424,BallCalled
196178,StrikeCalled
217729,InPlay
196005,StrikeCalled
215900,InPlay
136101,BallCalled
52602,InPlay
218318,BallCalled
54387,BallCalled
179383,FoulBall
144682,StrikeCalled
2014,BallCalled
24176,StrikeSwinging
131436,InPlay
162629,BallCalled
181488,StrikeSwinging
139221,StrikeSwinging
16807,FoulBall
196404,StrikeCalled
199931,StrikeCalled
28834,StrikeSwinging
66063,FoulBall
22034,InPlay
267427,StrikeSwinging
96758,StrikeSwinging
260840,BallCalled
14374,FoulBall
158023,StrikeCalled
168849,BallCalled
171174,StrikeCalled
1008,FoulBall
254394,BallCalled
68105,FoulBall
158932,BallCalled
37114,StrikeSwinging
37742,BallCalled
166734,InPlay
167726,FoulBall
246328,BallCalled
50269,FoulBall
255922,InPlay
76107,StrikeCalled
97712,BallCalled
111649,FoulBall
183396,StrikeSwinging
19802,InPlay
84160,BallCalled
112259,FoulBall
253518,StrikeCalled
60121,FoulBall
81603,BallCalled
210333,StrikeCalled
82230,BallCalled
175698,InPlay
171499,BallCalled
222431,BallCalled
208987,StrikeSwinging
113767,FoulBall
176317,StrikeCalled
257856,StrikeCalled
221027,BallCalled
126658,StrikeCalled
22060,BallCalled
110461,InPlay
246344,StrikeSwinging
103380,BallCalled
135656,FoulBall
189722,FoulBall
103860,StrikeCalled
258265,StrikeCalled
58383,BallCalled
46666,StrikeSwinging
13848,FoulBall
257048,StrikeSwinging
184070,BallCalled
40532,StrikeCalled
19684,BallCalled
7748,FoulBall
162906,StrikeCalled
13801,FoulBall
112972,BallCalled
61388,BallCalled
38008,BallCalled
142313,InPlay
129813,BallCalled
229317,InPlay
36093,BallCalled
263989,BallCalled
179610,StrikeCalled
88693,BallCalled
150834,StrikeCalled
135610,InPlay
26515,StrikeSwinging
101885,InPlay
150220,InPlay
85660,BallCalled
233010,FoulBall
160638,BallCalled
50645,StrikeSwinging
115,StrikeCalled
314,FoulBall
257809,StrikeCalled
4362,StrikeSwinging
156523,BallCalled
182428,InPlay
131579,InPlay
252590,FoulBall
139143,BallCalled
232107,BallCalled
154523,BallCalled
222351,BallCalled
147926,InPlay
145168,StrikeSwinging
18979,BallCalled
164449,StrikeCalled
212010,FoulBall
141692,StrikeCalled
148665,StrikeCalled
114162,BallCalled
39177,InPlay
74701,StrikeCalled
161690,FoulBall
4641,InPlay
228256,StrikeCalled
216071,FoulBall
110118,BallCalled
255736,StrikeCalled
169110,BallCalled
79157,InPlay
253685,StrikeSwinging
81689,FoulBall
217361,BallCalled
202204,FoulBall
14071,BallCalled
105211,FoulBall
83220,BallCalled
194669,BallCalled
91137,BallCalled
19631,StrikeSwinging
106745,BallCalled
13145,StrikeSwinging
116656,BallCalled
40183,StrikeSwinging
221284,FoulBall
191609,FoulBall
13648,BallCalled
59228,BallCalled
139954,FoulBall
12247,StrikeCalled
124814,BallCalled
153368,FoulBall
11857,StrikeCalled
182089,InPlay
32240,FoulBall
85197,InPlay
79430,BallCalled
182184,BallCalled
18522,FoulBall
64827,StrikeCalled
54935,StrikeSwinging
83538,BallCalled
207670,BallCalled
192025,StrikeCalled
22399,StrikeSwinging
33018,StrikeCalled
21406,StrikeCalled
98793,StrikeCalled
186599,BallCalled
61858,FoulBall
102860,InPlay
204676,InPlay
25042,BallCalled
215414,BallCalled
227408,StrikeCalled
229238,BallCalled
146315,FoulBall
228059,BallCalled
161828,InPlay
258499,FoulBall
32862,StrikeCalled
137257,BallCalled
67637,FoulBall
85184,StrikeCalled
141101,BallCalled
91787,FoulBall
261265,FoulBall
169851,StrikeCalled
90685,BallCalled
228124,BallCalled
34761,BallCalled
116988,StrikeCalled
133294,BallCalled
255060,InPlay
77284,BallCalled
68477,BallCalled
39457,BallCalled
139779,FoulBall
157866,BallCalled
90876,BallCalled
21822,FoulBall
12930,BallCalled
204496,StrikeSwinging
106741,InPlay
214705,StrikeSwinging
128089,InPlay
108232,StrikeSwinging
208401,StrikeCalled
135617,BallCalled
24919,FoulBall
34268,StrikeCalled
29937,FoulBall
45125,BallCalled
42631,BallCalled
113152,StrikeSwinging
41124,StrikeCalled
156872,InPlay
90115,BallCalled
5864,StrikeSwinging
195351,StrikeSwinging
167103,InPlay
206636,StrikeSwinging
40264,StrikeSwinging
82435,StrikeSwinging
196557,BallCalled
243319,InPlay
59446,FoulBall
240042,InPlay
180566,StrikeSwinging
20713,FoulBall
38656,BallCalled
257468,InPlay
162501,StrikeCalled
142311,InPlay
43727,BallCalled
63731,InPlay
109524,FoulBall
35633,InPlay
214293,BallCalled
121206,FoulBall
197466,BallCalled
262643,StrikeCalled
38576,StrikeCalled
159615,BallCalled
73285,BallCalled
50719,BallCalled
198454,InPlay
147555,InPlay
23352,BallCalled
257710,FoulBall
43583,InPlay
59737,FoulBall
194165,StrikeCalled
51406,InPlay
197935,BallCalled
157888,BallCalled
237902,StrikeCalled
184051,FoulBall
209043,FoulBall
112892,InPlay
85403,BallCalled
35564,InPlay
264477,BallCalled
144521,StrikeCalled
81256,StrikeCalled
237706,BallCalled
235534,BallCalled
230366,BallCalled
66233,BallCalled
97840,StrikeCalled
222875,InPlay
17575,BallCalled
41497,StrikeSwinging
105168,BallCalled
235736,StrikeSwinging
30444,BallCalled
256517,HitByPitch
118464,FoulBall
199877,BallCalled
143062,StrikeCalled
57167,FoulBall
194975,BallCalled
255004,StrikeCalled
199271,StrikeCalled
182638,StrikeSwinging
17884,BallCalled
66718,FoulBall
99785,InPlay
190337,BallCalled
59415,FoulBall
115010,BallCalled
183707,InPlay
237169,BallCalled
223066,BallCalled
29500,StrikeCalled
67475,BallCalled
252444,InPlay
223642,BallCalled
239774,StrikeCalled
168234,InPlay
134548,InPlay
229403,FoulBall
15104,FoulBall
130797,InPlay
246138,StrikeCalled
181343,FoulBall
64627,BallCalled
115953,BallCalled
149304,InPlay
2261,FoulBall
14880,StrikeCalled
21874,BallCalled
60644,FoulBall
237094,BallCalled
191805,StrikeCalled
53386,BallCalled
91838,FoulBall
189186,FoulBall
213752,InPlay
28285,StrikeSwinging
189714,StrikeSwinging
141330,StrikeCalled
89376,StrikeSwinging
29807,StrikeCalled
145649,StrikeCalled
8317,StrikeSwinging
183098,StrikeCalled
249839,InPlay
254704,FoulBall
38439,StrikeCalled
251747,StrikeSwinging
255528,BallCalled
155755,InPlay
10493,StrikeCalled
195836,BallCalled
194935,FoulBall
176429,FoulBall
66931,StrikeCalled
98493,FoulBall
31766,StrikeCalled
93344,InPlay
113087,FoulBall
233034,BallCalled
253471,StrikeSwinging
232390,BallCalled
10303,InPlay
35370,InPlay
118666,BallCalled
251530,FoulBall
104546,BallCalled
213049,FoulBall
28371,BallCalled
216755,BallCalled
203654,InPlay
217429,StrikeSwinging
204794,InPlay
203647,StrikeCalled
92832,StrikeCalled
1772,FoulBall
7271,StrikeSwinging
227668,BallCalled
225309,StrikeCalled
244988,InPlay
256391,InPlay
210722,FoulBall
159093,BallCalled
129444,FoulBall
100111,BallCalled
114040,FoulBall
3503,StrikeCalled
192715,FoulBall
194828,FoulBall
213201,StrikeCalled
907,BallCalled
178458,StrikeSwinging
183442,BallCalled
8929,StrikeCalled
163225,BallCalled
154766,BallCalled
64672,FoulBall
5914,BallCalled
24584,BallCalled
62340,FoulBall
89720,FoulBall
78445,BallCalled
166777,InPlay
202560,FoulBall
93113,BallCalled
81876,StrikeSwinging
31339,InPlay
12924,InPlay
16773,FoulBall
251531,StrikeCalled
235490,StrikeSwinging
141421,BallCalled
107537,FoulBall
153195,InPlay
33121,FoulBall
79121,StrikeCalled
35248,StrikeCalled
260573,BallCalled
42104,BallCalled
120507,InPlay
168684,BallCalled
36171,FoulBall
125745,FoulBall
182735,StrikeSwinging
11007,FoulBall
70427,StrikeSwinging
211190,BallCalled
108486,InPlay
165286,FoulBall
210978,StrikeCalled
110687,StrikeSwinging
201654,FoulBall
6688,InPlay
62849,BallCalled
26698,BallCalled
149587,StrikeCalled
47710,StrikeSwinging
189487,StrikeCalled
250368,BallCalled
57094,FoulBall
170755,BallCalled
71441,StrikeCalled
93537,BallCalled
58854,InPlay
224592,BallCalled
70242,InPlay
205848,BallCalled
223710,BallCalled
261513,InPlay
191770,StrikeSwinging
8882,BallCalled
102683,StrikeCalled
173986,BallCalled
70351,StrikeCalled
247057,BallCalled
230738,FoulBall
212628,InPlay
219869,StrikeCalled
240708,InPlay
160998,InPlay
157785,StrikeCalled
50037,BallCalled
235071,StrikeCalled
147109,StrikeSwinging
87889,BallCalled
105266,InPlay
268056,StrikeSwinging
84369,InPlay
183815,InPlay
177284,StrikeSwinging
22143,BallCalled
238991,BallCalled
192497,InPlay
218350,StrikeSwinging
232880,FoulBall
101251,FoulBall
28950,InPlay
60332,FoulBall
26731,StrikeSwinging
45222,InPlay
199992,BallCalled
123474,StrikeSwinging
50159,BallCalled
22701,StrikeSwinging
222579,StrikeCalled
266950,StrikeSwinging
16624,FoulBall
153262,InPlay
108878,BallCalled
190624,FoulBall
222537,StrikeSwinging
198185,StrikeCalled
132586,BallCalled
124456,BallCalled
235375,FoulBall
80685,FoulBall
33138,BallCalled
68367,BallCalled
218425,BallCalled
52756,BallCalled
188543,BallCalled
137587,FoulBall
208123,BallCalled
54588,StrikeSwinging
64351,BallCalled
239611,InPlay
263383,StrikeCalled
256836,StrikeCalled
189005,BallCalled
39531,StrikeCalled
17065,StrikeCalled
18638,BallCalled
91790,BallCalled
184960,FoulBall
231639,StrikeCalled
116801,BallCalled
26042,StrikeSwinging
254912,BallCalled
14692,StrikeCalled
101568,BallCalled
244305,FoulBall
189240,BallCalled
17952,BallCalled
22427,FoulBall
23739,StrikeSwinging
64437,BallCalled
194551,BallCalled
17622,BallCalled
197475,BallCalled
231068,BallCalled
267094,StrikeCalled
144919,BallCalled
71888,StrikeCalled
141874,FoulBall
140909,StrikeSwinging
38732,InPlay
243528,InPlay
38341,InPlay
178237,InPlay
219497,BallCalled
57408,StrikeSwinging
7908,StrikeSwinging
143603,StrikeCalled
107466,BallCalled
122784,InPlay
168391,BallCalled
193112,StrikeCalled
66815,InPlay
137183,FoulBall
217846,StrikeSwinging
263144,BallCalled
240621,FoulBall
172363,BallCalled
221474,StrikeSwinging
247547,StrikeCalled
211769,BallCalled
115995,BallCalled
76478,StrikeCalled
89826,StrikeCalled
180374,InPlay
203651,BallCalled
117180,StrikeCalled
78683,BallCalled
173271,BallCalled
224085,StrikeCalled
21607,StrikeCalled
112077,BallCalled
36595,StrikeCalled
218974,BallCalled
37708,FoulBall
13757,InPlay
7008,BallCalled
3595,InPlay
157229,InPlay
28765,StrikeSwinging
262152,BallCalled
129067,StrikeCalled
162520,BallCalled
118913,InPlay
179949,StrikeSwinging
223183,InPlay
45039,BallCalled
217561,BallCalled
251782,InPlay
64327,BallCalled
61807,StrikeCalled
88358,FoulBall
212178,BallCalled
49233,BallCalled
103268,StrikeCalled
37157,InPlay
166980,BallCalled
157251,InPlay
256285,StrikeCalled
48585,BallCalled
79597,BallCalled
95760,StrikeCalled
40030,BallCalled
107838,FoulBall
131136,StrikeCalled
79455,InPlay
7515,BallCalled
262633,BallCalled
18108,FoulBall
73524,FoulBall
158077,BallCalled
63929,StrikeCalled
37072,FoulBall
230752,BallCalled
116275,StrikeCalled
267910,StrikeSwinging
47646,FoulBall
67270,FoulBall
228265,FoulBall
189668,BallCalled
31920,InPlay
62144,StrikeSwinging
259802,StrikeCalled
11676,BallCalled
189133,StrikeCalled
117933,StrikeSwinging
4312,BallCalled
159228,StrikeSwinging
106018,InPlay
183074,StrikeSwinging
173616,FoulBall
197336,StrikeSwinging
9018,BallCalled
72539,InPlay
213415,BallCalled
19302,StrikeCalled
171867,InPlay
62279,FoulBall
109321,BallCalled
220315,BallCalled
226721,InPlay
169389,BallCalled
175141,FoulBall
254573,InPlay
106860,FoulBall
98551,InPlay
59047,InPlay
75976,BallCalled
173046,StrikeCalled
57459,StrikeSwinging
62212,InPlay
134329,InPlay
73839,FoulBall
193887,StrikeCalled
229637,FoulBall
246856,InPlay
75453,FoulBall
152715,FoulBall
144104,InPlay
109671,InPlay
89105,BallCalled
23663,BallCalled
101238,BallCalled
149160,FoulBall
16758,BallCalled
250953,FoulBall
145424,StrikeCalled
210662,BallCalled
1077,BallCalled
209205,FoulBall
140719,BallCalled
204556,StrikeSwinging
51085,InPlay
154534,BallCalled
52275,InPlay
14568,StrikeCalled
114030,StrikeCalled
22552,StrikeCalled
159973,InPlay
97387,StrikeSwinging
20834,BallCalled
9406,BallCalled
198735,BallCalled
150055,BallCalled
256544,BallCalled
31327,FoulBall
142946,BallCalled
39460,BallCalled
207088,InPlay
221084,FoulBall
215681,StrikeSwinging
232600,FoulBall
248616,BallCalled
118885,BallCalled
219946,InPlay
239198,StrikeCalled
256622,StrikeCalled
106536,BallCalled
216463,BallCalled
226057,InPlay
205245,BallCalled
20808,FoulBall
166927,FoulBall
153015,BallCalled
228876,InPlay
45779,InPlay
88519,BallCalled
163005,FoulBall
106287,BallCalled
196074,BallCalled
245652,BallCalled
122342,BallCalled
231645,BallCalled
204272,BallCalled
120833,FoulBall
42972,StrikeSwinging
182009,StrikeCalled
207718,BallCalled
61148,BallCalled
141770,StrikeSwinging
204796,BallCalled
163448,BallCalled
112935,FoulBall
141927,StrikeCalled
77646,BallCalled
188289,FoulBall
33512,BallCalled
140609,StrikeCalled
86318,BallCalled
141012,StrikeCalled
119538,StrikeCalled
38561,InPlay
244734,BallCalled
79182,StrikeSwinging
190706,StrikeSwinging
148191,BallCalled
21786,StrikeCalled
166170,StrikeCalled
126911,InPlay
103697,BallCalled
147045,BallCalled
242909,InPlay
244791,BallCalled
199405,BallCalled
44560,BallCalled
57115,BallCalled
197566,BallCalled
37681,FoulBall
169957,InPlay
134522,InPlay
138147,StrikeCalled
98778,FoulBall
233525,FoulBall
201076,BallCalled
217863,BallCalled
192369,FoulBall
79971,BallCalled
76111,StrikeSwinging
143822,BallCalled
215466,StrikeSwinging
155864,BallCalled
232055,InPlay
207415,BallCalled
216853,BallCalled
9974,StrikeCalled
156820,InPlay
127595,StrikeCalled
184744,BallCalled
135238,StrikeCalled
19709,BallCalled
46961,StrikeSwinging
68520,FoulBall
91927,StrikeCalled
42447,FoulBall
206755,BallCalled
255367,InPlay
142677,BallCalled
106884,StrikeCalled
140956,BallCalled
250852,FoulBall
37852,InPlay
235368,BallCalled
23387,StrikeCalled
120047,BallCalled
199272,BallCalled
63453,StrikeSwinging
226412,InPlay
268364,StrikeCalled
191025,FoulBall
200027,StrikeSwinging
100372,FoulBall
182908,FoulBall
114857,BallCalled
222482,BallCalled
130984,InPlay
101860,FoulBall
139707,BallCalled
198369,StrikeSwinging
52932,StrikeCalled
68822,StrikeCalled
120207,BallCalled
202413,StrikeCalled
164886,BallCalled
172482,InPlay
34514,StrikeSwinging
187852,BallCalled
118378,StrikeCalled
130167,StrikeCalled
238859,BallCalled
202629,BallCalled
195567,FoulBall
39092,StrikeCalled
45861,StrikeCalled
38738,StrikeSwinging
19832,FoulBall
194454,BallCalled
247567,BallCalled
68932,InPlay
141108,StrikeCalled
88428,BallCalled
27699,BallCalled
251470,StrikeCalled
102138,BallCalled
73421,InPlay
206736,InPlay
10156,StrikeSwinging
185454,FoulBall
29267,InPlay
142254,StrikeCalled
254568,StrikeCalled
74780,FoulBall
20007,BallCalled
160114,InPlay
209396,BallCalled
123541,BallCalled
7196,FoulBall
53385,BallCalled
102920,BallCalled
231330,StrikeCalled
135680,BallCalled
212673,InPlay
56574,StrikeSwinging
258123,BallCalled
32496,BallCalled
96644,FoulBall
180616,BallCalled
266728,BallCalled
260789,BallCalled
211382,InPlay
115413,StrikeCalled
100519,FoulBall
4084,BallCalled
50445,StrikeCalled
42114,BallCalled
19296,StrikeSwinging
98427,StrikeSwinging
196865,BallCalled
41675,StrikeSwinging
262086,BallCalled
47205,FoulBall
233816,BallCalled
263412,StrikeSwinging
128883,StrikeCalled
260876,BallCalled
63520,InPlay
12245,StrikeCalled
119700,FoulBall
191965,BallCalled
217590,BallCalled
199742,StrikeSwinging
40520,FoulBall
225800,StrikeSwinging
214318,BallCalled
219672,BallCalled
167750,FoulBall
77304,BallCalled
198119,StrikeCalled
186989,FoulBall
22009,InPlay
15893,BallCalled
31619,FoulBall
178734,FoulBall
70811,FoulBall
255608,FoulBall
102957,InPlay
255533,BallCalled
122955,BallCalled
208909,InPlay
55056,StrikeSwinging
98036,StrikeCalled
107650,StrikeCalled
188676,FoulBall
21354,FoulBall
257908,InPlay
4581,FoulBall
227745,InPlay
237268,BallCalled
59601,BallCalled
74321,BallCalled
100485,StrikeCalled
265453,InPlay
65902,StrikeCalled
85030,FoulBall
108306,StrikeCalled
169934,StrikeCalled
256972,BallCalled
151857,BallCalled
14022,BallCalled
203245,BallCalled
138005,BallCalled
90672,BallCalled
61827,InPlay
267938,BallCalled
249293,FoulBall
184184,InPlay
149531,BallCalled
31259,FoulBall
189559,BallCalled
172603,FoulBall
174857,FoulBall
246729,BallCalled
102739,StrikeSwinging
135546,StrikeSwinging
62312,StrikeSwinging
13613,InPlay
231703,BallCalled
38695,StrikeCalled
182147,InPlay
252308,FoulBall
138361,BallCalled
175671,StrikeCalled
263941,BallCalled
146027,StrikeCalled
98581,BallCalled
225046,BallCalled
44483,InPlay
240287,FoulBall
240812,InPlay
30889,BallCalled
31996,BallCalled
254355,BallCalled
50717,BallCalled
146925,FoulBall
132821,StrikeCalled
162819,BallCalled
189802,InPlay
125049,InPlay
156670,StrikeCalled
93188,BallCalled
65099,BallCalled
232928,InPlay
102444,BallCalled
237507,FoulBall
69882,InPlay
103802,StrikeSwinging
81802,FoulBall
98826,StrikeSwinging
35955,BallCalled
178071,FoulBall
259862,InPlay
120677,BallCalled
225180,FoulBall
146333,BallCalled
65333,FoulBall
118621,BallCalled
267992,BallCalled
74185,InPlay
33834,InPlay
111710,FoulBall
212630,BallCalled
194266,BallCalled
216907,InPlay
214261,BallCalled
12663,StrikeCalled
23824,BallCalled
161486,BallCalled
112563,FoulBall
81679,StrikeCalled
217796,BallCalled
263334,StrikeCalled
127745,StrikeCalled
84780,FoulBall
77439,BallCalled
148828,BallCalled
173867,BallCalled
159403,BallCalled
106888,BallCalled
215167,StrikeCalled
45486,StrikeCalled
140590,StrikeCalled
141534,StrikeSwinging
150461,StrikeCalled
222416,BallCalled
163942,BallCalled
5871,BallCalled
29488,BallCalled
141837,FoulBall
166741,BallCalled
240073,FoulBall
52551,FoulBall
43769,FoulBall
210023,StrikeCalled
59848,BallCalled
23179,StrikeCalled
107742,InPlay
161031,StrikeCalled
208216,StrikeCalled
41673,BallCalled
70024,InPlay
44628,BallCalled
119601,StrikeCalled
138824,InPlay
62287,FoulBall
171138,BallCalled
250561,FoulBall
8825,FoulBall
51413,BallCalled
79725,InPlay
31333,StrikeSwinging
169243,InPlay
25205,StrikeCalled
158827,BallCalled
147673,StrikeSwinging
178347,HitByPitch
85017,BallCalled
125028,BallCalled
140074,StrikeSwinging
201706,StrikeSwinging
6258,FoulBall
179131,FoulBall
26609,BallCalled
238093,InPlay
154370,FoulBall
45977,StrikeCalled
214520,BallCalled
109145,BallCalled
35579,InPlay
68490,BallCalled
9826,StrikeCalled
138656,FoulBall
139439,BallCalled
255914,BallCalled
35847,StrikeSwinging
56451,BallCalled
267013,BallCalled
11727,BallCalled
106369,StrikeSwinging
94680,StrikeSwinging
107369,StrikeCalled
195976,BallCalled
57450,InPlay
18619,StrikeCalled
225365,BallCalled
12385,InPlay
194137,BallCalled
23990,StrikeSwinging
93296,BallCalled
147710,BallCalled
250016,BallCalled
93772,StrikeSwinging
12027,BallCalled
137708,FoulBall
103129,StrikeSwinging
247309,BallCalled
137775,StrikeCalled
59970,FoulBall
98392,StrikeCalled
114144,FoulBall
268341,FoulBall
20152,BallCalled
155483,BallCalled
15115,BallCalled
266531,BallCalled
873,BallCalled
42564,FoulBall
6497,BallCalled
260094,InPlay
38986,BallCalled
42223,StrikeSwinging
267890,BallCalled
197961,BallCalled
164622,InPlay
206334,FoulBall
95858,FoulBall
211854,BallCalled
238520,StrikeSwinging
194369,BallCalled
83471,FoulBall
191349,BallCalled
1201,BallCalled
168913,StrikeSwinging
6324,BallCalled
58665,StrikeSwinging
148131,FoulBall
156097,FoulBall
77649,FoulBall
5008,InPlay
191841,BallCalled
76225,FoulBall
34505,BallCalled
147344,BallCalled
171566,FoulBall
83706,StrikeSwinging
268451,FoulBall
59082,InPlay
23193,InPlay
48034,FoulBall
136860,FoulBall
236903,BallCalled
114445,FoulBall
257433,FoulBall
190330,BallCalled
222049,StrikeCalled
106843,BallCalled
4119,BallCalled
133310,InPlay
35387,FoulBall
24707,BallCalled
156626,StrikeSwinging
53130,StrikeCalled
219488,InPlay
247655,StrikeCalled
51930,BallCalled
89836,InPlay
241530,StrikeSwinging
173358,StrikeSwinging
186106,InPlay
17402,StrikeSwinging
253467,BallCalled
219274,InPlay
162277,StrikeSwinging
39392,StrikeCalled
8054,FoulBall
165043,InPlay
151875,FoulBall
42171,FoulBall
27262,StrikeCalled
216754,InPlay
165747,FoulBall
93469,FoulBall
116740,StrikeSwinging
135223,BallCalled
227931,StrikeCalled
94380,FoulBall
51265,InPlay
191875,FoulBall
25352,StrikeCalled
17950,BallCalled
134150,BallCalled
112878,StrikeCalled
71310,FoulBall
129428,StrikeSwinging
177578,StrikeCalled
118842,FoulBall
87722,FoulBall
29322,StrikeCalled
255939,FoulBall
14578,InPlay
202736,BallCalled
75538,InPlay
236366,InPlay
183462,BallCalled
113616,StrikeSwinging
262077,StrikeCalled
34923,StrikeCalled
149317,BallCalled
161818,FoulBall
183674,BallCalled
162178,BallCalled
50385,FoulBall
249957,BallCalled
148799,StrikeSwinging
209179,BallCalled
130903,BallCalled
246602,BallCalled
237352,FoulBall
135170,InPlay
212218,InPlay
211580,StrikeCalled
45336,StrikeSwinging
95681,StrikeSwinging
53657,BallCalled
75952,BallCalled
21306,BallCalled
199808,BallCalled
99592,InPlay
63456,BallCalled
191542,StrikeCalled
138781,StrikeCalled
242412,StrikeSwinging
22119,BallCalled
80652,InPlay
80318,InPlay
200733,StrikeCalled
111139,StrikeSwinging
22699,FoulBall
234735,BallCalled
79848,BallCalled
181601,StrikeSwinging
156360,InPlay
17015,FoulBall
5828,StrikeSwinging
192338,BallCalled
131048,FoulBall
46554,BallCalled
58906,StrikeCalled
203555,StrikeCalled
199322,StrikeCalled
207329,BallCalled
43917,InPlay
89492,BallCalled
70639,FoulBall
39345,InPlay
94769,InPlay
151700,BallCalled
165702,BallCalled
40503,StrikeSwinging
165603,StrikeCalled
134520,BallCalled
5996,FoulBall
241851,StrikeSwinging
188012,BallCalled
221080,BallCalled
149138,BallCalled
26949,BallCalled
197006,BallCalled
146233,StrikeCalled
20104,StrikeSwinging
176403,StrikeCalled
106969,BallCalled
83658,BallCalled
141853,FoulBall
38333,FoulBall
116707,BallCalled
122564,BallCalled
168683,StrikeSwinging
197484,BallCalled
8257,BallCalled
103516,InPlay
34660,StrikeCalled
221870,InPlay
88851,BallCalled
164284,StrikeCalled
150243,BallCalled
131472,FoulBall
198450,InPlay
45058,InPlay
15274,StrikeCalled
35827,BallCalled
114894,FoulBall
259144,BallCalled
82052,BallCalled
132872,InPlay
215075,BallCalled
168442,FoulBall
93097,BallCalled
75386,BallCalled
209669,BallCalled
83702,FoulBall
263011,BallCalled
9405,BallCalled
213544,StrikeCalled
69100,BallCalled
26755,FoulBall
122913,FoulBall
2906,InPlay
41013,BallCalled
152268,StrikeCalled
197135,StrikeSwinging
266650,BallCalled
196544,BallCalled
8915,StrikeCalled
52574,BallCalled
222507,StrikeSwinging
143346,StrikeCalled
89083,InPlay
27073,InPlay
66121,BallCalled
92346,BallCalled
193148,BallCalled
116639,BallCalled
30828,StrikeSwinging
212098,BallCalled
265693,BallCalled
103412,StrikeSwinging
249303,BallCalled
264472,FoulBall
137303,StrikeCalled
198246,FoulBall
253173,BallCalled
175508,StrikeCalled
94068,StrikeSwinging
122962,InPlay
63944,InPlay
202989,StrikeCalled
224604,InPlay
6293,StrikeCalled
57045,StrikeCalled
86541,FoulBall
264492,BallCalled
242620,InPlay
21465,BallCalled
70408,InPlay
265672,FoulBall
35939,InPlay
77769,StrikeSwinging
205126,BallCalled
169745,FoulBall
239922,BallCalled
209693,BallCalled
37539,FoulBall
186589,BallCalled
131449,StrikeSwinging
75237,InPlay
35229,StrikeCalled
141484,BallCalled
231933,FoulBall
9971,InPlay
175570,BallCalled
166840,BallCalled
233166,BallCalled
83435,BallCalled
75228,InPlay
133794,StrikeCalled
20514,BallCalled
72986,BallCalled
195490,InPlay
155612,StrikeCalled
91920,StrikeSwinging
116361,BallCalled
14729,FoulBall
263475,BallCalled
46115,StrikeSwinging
212785,FoulBall
5559,BallCalled
255598,BallCalled
52935,InPlay
16015,InPlay
105188,FoulBall
233301,StrikeCalled
158356,FoulBall
218050,StrikeCalled
42626,StrikeSwinging
145015,BallCalled
229780,BallCalled
8441,FoulBall
195416,StrikeCalled
35732,StrikeSwinging
174147,InPlay
32907,BallCalled
208893,FoulBall
137983,InPlay
136671,StrikeSwinging
68424,BallCalled
144336,InPlay
108251,BallCalled
218657,StrikeSwinging
59130,BallCalled
31374,FoulBall
31423,BallCalled
81643,BallCalled
47058,BallCalled
195118,StrikeCalled
19433,BallCalled
198212,FoulBall
3243,BallCalled
60260,BallCalled
222513,FoulBall
14963,FoulBall
233140,InPlay
266018,BallCalled
268263,StrikeCalled
171909,BallCalled
195954,FoulBall
230857,StrikeSwinging
63958,BallCalled
105773,InPlay
95261,StrikeSwinging
17767,BallCalled
199489,StrikeSwinging
